,date,amount,transaction_id,rate,flat_fee,product,rate_fee,total_fees
78872,2021-06-14 10:35:12,657,pr_1623666911677957657,0.03,0.0,pr,19.71,19.71
14927,2021-06-14 10:42:12,176,pos_1623667332258968176,0.01,2.0,pos,1.76,3.76
57945,2021-06-14 10:52:21,57,pos_1623667940892206057,0.01,2.0,pos,0.5700000000000001,2.5700000000000003
95384,2021-06-14 10:53:49,1182,pp_1623668029368080182,0.025,2.0,pp,29.55,31.55
112617,2021-06-14 10:56:08,1756,pp_1623668167750521756,0.025,2.0,pp,43.900000000000006,45.900000000000006
6264,2021-06-14 10:57:26,60,pos_1623668245981911060,0.01,2.0,pos,0.6,2.6
101098,2021-06-14 11:19:38,83,pos_1623669577771558083,0.01,2.0,pos,0.8300000000000001,2.83
103115,2021-06-14 11:24:14,140,pr_1623669853607440140,0.03,0.0,pr,4.2,4.2
94248,2021-06-14 11:33:05,1549,pr_1623670384966899549,0.03,0.0,pr,46.47,46.47
48450,2021-06-14 11:35:07,594,pr_1623670507439774594,0.03,0.0,pr,17.82,17.82
91879,2021-06-14 11:46:59,127,pos_1623671219406913127,0.01,2.0,pos,1.27,3.27
36836,2021-06-14 11:52:49,1008,pr_1623671569481372008,0.03,0.0,pr,30.24,30.24
85347,2021-06-14 11:55:56,240,pos_1623671755586137240,0.01,2.0,pos,2.4,4.4
98266,2021-06-14 12:04:40,93,pp_1623672279556010093,0.025,2.0,pp,2.325,4.325
80521,2021-06-14 12:26:02,292,pos_1623673561875686292,0.01,2.0,pos,2.92,4.92
20208,2021-06-14 12:31:53,1619,pp_1623673913271500619,0.025,2.0,pp,40.475,42.475
126150,2021-06-14 12:37:04,646,pp_1623674223635436646,0.025,2.0,pp,16.150000000000002,18.150000000000002
56635,2021-06-14 12:37:05,115,pr_1623674224940416115,0.03,0.0,pr,3.4499999999999997,3.4499999999999997
94039,2021-06-14 13:02:42,2000,pr_1623675762033285000,0.03,0.0,pr,60.0,60.0
31982,2021-06-14 13:09:01,95,pos_1623676140756789095,0.01,2.0,pos,0.9500000000000001,2.95
131770,2021-06-14 13:10:26,359,pr_1623676225597522359,0.03,0.0,pr,10.77,10.77
2020,2021-06-14 13:10:32,2577,pr_1623676231818582577,0.03,0.0,pr,77.31,77.31
24370,2021-06-14 13:16:09,1111,pr_1623676569190096111,0.03,0.0,pr,33.33,33.33
15891,2021-06-14 13:17:43,816,pp_1623676662821336816,0.025,2.0,pp,20.400000000000002,22.400000000000002
130753,2021-06-14 13:19:07,138,pos_1623676747419553138,0.01,2.0,pos,1.3800000000000001,3.38
5440,2021-06-14 13:23:04,1411,pr_1623676983793926411,0.03,0.0,pr,42.33,42.33
37551,2021-06-14 13:38:51,738,pr_1623677930651497738,0.03,0.0,pr,22.14,22.14
106071,2021-06-14 13:47:42,1727,pr_1623678462494769727,0.03,0.0,pr,51.809999999999995,51.809999999999995
74829,2021-06-14 14:08:41,316,pos_1623679720799071316,0.01,2.0,pos,3.16,5.16
92605,2021-06-14 14:21:07,569,pr_1623680467021143569,0.03,0.0,pr,17.07,17.07
59947,2021-06-14 14:30:41,1456,pr_1623681041096397456,0.03,0.0,pr,43.68,43.68
134022,2021-06-14 14:31:17,420,pp_1623681076736714420,0.025,2.0,pp,10.5,12.5
90870,2021-06-14 14:45:46,1730,pp_1623681946254130730,0.025,2.0,pp,43.25,45.25
133505,2021-06-14 15:03:52,7,pr_1623683032343839007,0.03,0.0,pr,0.21,0.21
105208,2021-06-14 15:07:57,1117,pr_1623683276691564117,0.03,0.0,pr,33.51,33.51
42263,2021-06-14 15:42:13,1171,pr_1623685332542739171,0.03,0.0,pr,35.129999999999995,35.129999999999995
67843,2021-06-14 16:08:31,2381,pr_1623686910980552381,0.03,0.0,pr,71.42999999999999,71.42999999999999
102845,2021-06-14 16:26:07,118,pos_1623687967221277118,0.01,2.0,pos,1.18,3.1799999999999997
12781,2021-06-14 16:26:21,13,pos_1623687980664249013,0.01,2.0,pos,0.13,2.13
2890,2021-06-14 16:29:41,646,pr_1623688180849824646,0.03,0.0,pr,19.38,19.38
82003,2021-06-14 16:35:25,1937,pr_1623688524930412937,0.03,0.0,pr,58.11,58.11
118056,2021-06-14 16:44:32,692,pr_1623689071668109692,0.03,0.0,pr,20.759999999999998,20.759999999999998
90768,2021-06-14 16:53:20,833,pr_1623689599974285833,0.03,0.0,pr,24.99,24.99
85103,2021-06-14 17:01:02,1081,pr_1623690062281516081,0.03,0.0,pr,32.43,32.43
21721,2021-06-14 17:08:10,80,pos_1623690489997558080,0.01,2.0,pos,0.8,2.8
36670,2021-06-14 17:08:25,739,pp_1623690505283964739,0.025,2.0,pp,18.475,20.475
14436,2021-06-14 17:58:59,311,pr_1623693538617734311,0.03,0.0,pr,9.33,9.33
25375,2021-06-14 18:48:22,453,pr_1623696502493910453,0.03,0.0,pr,13.59,13.59
136205,2021-06-14 19:08:38,1163,pr_1623697717847436163,0.03,0.0,pr,34.89,34.89
55275,2021-06-14 19:51:15,2773,pp_1623700275158507773,0.025,2.0,pp,69.325,71.325
65119,2021-06-14 20:08:18,316,pr_1623701297543714316,0.03,0.0,pr,9.48,9.48
139753,2021-06-14 20:49:15,633,pr_1623703754914924633,0.03,0.0,pr,18.99,18.99
77010,2021-06-14 21:31:03,1152,pr_1623706263331487152,0.03,0.0,pr,34.56,34.56
78272,2021-06-14 21:52:06,153,pp_1623707525661312153,0.025,2.0,pp,3.825,5.825
126641,2021-06-14 22:06:39,643,pr_1623708398717650643,0.03,0.0,pr,19.29,19.29
54154,2021-06-14 22:30:26,304,pr_1623709825639781304,0.03,0.0,pr,9.12,9.12
47606,2021-06-15 00:32:23,572,pr_1623717142912389572,0.03,0.0,pr,17.16,17.16
122281,2021-06-15 00:58:02,117,pr_1623718682421744117,0.03,0.0,pr,3.51,3.51
21528,2021-06-15 01:04:53,223,pr_1623719092662308223,0.03,0.0,pr,6.6899999999999995,6.6899999999999995
67345,2021-06-15 03:03:48,2085,pr_1623726228385333085,0.03,0.0,pr,62.55,62.55
45085,2021-06-15 03:08:02,166,pos_1623726482422902166,0.01,2.0,pos,1.6600000000000001,3.66
106284,2021-06-15 03:09:45,46,pos_1623726585204525046,0.01,2.0,pos,0.46,2.46
125927,2021-06-15 03:20:30,150,pos_1623727230272001150,0.01,2.0,pos,1.5,3.5
33217,2021-06-15 03:35:19,520,pr_1623728119197462520,0.03,0.0,pr,15.6,15.6
99774,2021-06-15 04:09:48,587,pr_1623730188329919587,0.03,0.0,pr,17.61,17.61
60239,2021-06-15 04:27:17,215,pr_1623731237225884215,0.03,0.0,pr,6.45,6.45
43412,2021-06-15 04:50:01,294,pos_1623732601310441294,0.01,2.0,pos,2.94,4.9399999999999995
77228,2021-06-15 06:07:55,61,pos_1623737274684196061,0.01,2.0,pos,0.61,2.61
20290,2021-06-15 06:31:42,179,pos_1623738701544675179,0.01,2.0,pos,1.79,3.79
3758,2021-06-15 06:40:19,2288,pr_1623739218708012288,0.03,0.0,pr,68.64,68.64
77521,2021-06-15 06:46:57,749,pr_1623739617350277749,0.03,0.0,pr,22.47,22.47
34995,2021-06-15 07:00:31,231,pos_1623740431473476231,0.01,2.0,pos,2.31,4.3100000000000005
2192,2021-06-15 07:12:09,248,pos_1623741128545221248,0.01,2.0,pos,2.48,4.48
39968,2021-06-15 07:16:34,590,pr_1623741393788908590,0.03,0.0,pr,17.7,17.7
50553,2021-06-15 07:23:42,1278,pp_1623741822272399278,0.025,2.0,pp,31.950000000000003,33.95
91126,2021-06-15 07:28:48,13,pos_1623742127749624013,0.01,2.0,pos,0.13,2.13
130656,2021-06-15 07:54:25,286,pos_1623743664957067286,0.01,2.0,pos,2.86,4.859999999999999
131455,2021-06-15 08:18:20,236,pr_1623745100454325236,0.03,0.0,pr,7.08,7.08
15967,2021-06-15 08:34:52,31,pr_1623746091612004031,0.03,0.0,pr,0.9299999999999999,0.9299999999999999
92530,2021-06-15 08:37:39,1409,pr_1623746259151171409,0.03,0.0,pr,42.269999999999996,42.269999999999996
62995,2021-06-15 09:14:57,225,pr_1623748496581146225,0.03,0.0,pr,6.75,6.75
124409,2021-06-15 09:28:03,53,pos_1623749283448691053,0.01,2.0,pos,0.53,2.5300000000000002
125362,2021-06-15 09:48:01,371,pp_1623750481283243371,0.025,2.0,pp,9.275,11.275
139936,2021-06-15 09:52:38,124,pos_1623750758166567124,0.01,2.0,pos,1.24,3.24
119306,2021-06-15 10:21:59,29,pos_1623752519231241029,0.01,2.0,pos,0.29,2.29
53385,2021-06-15 10:25:09,1054,pr_1623752708992532054,0.03,0.0,pr,31.619999999999997,31.619999999999997
68594,2021-06-15 10:32:54,23,pr_1623753173610002023,0.03,0.0,pr,0.69,0.69
31133,2021-06-15 10:50:34,77,pr_1623754233671452077,0.03,0.0,pr,2.31,2.31
79409,2021-06-15 11:11:41,45,pr_1623755501286395045,0.03,0.0,pr,1.3499999999999999,1.3499999999999999
55661,2021-06-15 11:17:18,26,pos_1623755838068488026,0.01,2.0,pos,0.26,2.26
106222,2021-06-15 11:17:51,751,pr_1623755870809324751,0.03,0.0,pr,22.529999999999998,22.529999999999998
122653,2021-06-15 11:32:06,141,pos_1623756725999177141,0.01,2.0,pos,1.41,3.41
68582,2021-06-15 11:35:46,1539,pp_1623756945698224539,0.025,2.0,pp,38.475,40.475
65586,2021-06-15 11:45:50,3235,pr_1623757550309555235,0.03,0.0,pr,97.05,97.05
101764,2021-06-15 12:14:22,12,pos_1623759261821651012,0.01,2.0,pos,0.12,2.12
40725,2021-06-15 12:16:43,84,pos_1623759403172124084,0.01,2.0,pos,0.84,2.84
68051,2021-06-15 12:18:45,57,pp_1623759525491452057,0.025,2.0,pp,1.425,3.425
65339,2021-06-15 12:20:47,427,pp_1623759646690340427,0.025,2.0,pp,10.675,12.675
51761,2021-06-15 12:23:14,1026,pr_1623759793566122026,0.03,0.0,pr,30.779999999999998,30.779999999999998
71037,2021-06-15 12:25:48,242,pr_1623759947578811242,0.03,0.0,pr,7.26,7.26
37004,2021-06-15 12:29:55,5,pr_1623760194999360005,0.03,0.0,pr,0.15,0.15
129107,2021-06-15 12:35:40,74,pos_1623760539613170074,0.01,2.0,pos,0.74,2.74
33148,2021-06-15 12:52:19,5,pr_1623761538957492005,0.03,0.0,pr,0.15,0.15
66174,2021-06-15 12:56:16,5,pos_1623761776130312005,0.01,2.0,pos,0.05,2.05
16205,2021-06-15 13:03:20,876,pr_1623762199765464876,0.03,0.0,pr,26.279999999999998,26.279999999999998
79483,2021-06-15 13:16:54,3093,pr_1623763013743211093,0.03,0.0,pr,92.78999999999999,92.78999999999999
58159,2021-06-15 13:33:21,100,pos_1623764000903714100,0.01,2.0,pos,1.0,3.0
126191,2021-06-15 13:38:57,1032,pr_1623764337193481032,0.03,0.0,pr,30.959999999999997,30.959999999999997
47799,2021-06-15 13:43:11,1214,pr_1623764590821328214,0.03,0.0,pr,36.42,36.42
114304,2021-06-15 13:49:32,89,pos_1623764971924550089,0.01,2.0,pos,0.89,2.89
93418,2021-06-15 13:55:40,306,pr_1623765339704507306,0.03,0.0,pr,9.18,9.18
26288,2021-06-15 13:56:54,928,pr_1623765414019074928,0.03,0.0,pr,27.84,27.84
55853,2021-06-15 14:05:26,1602,pr_1623765926343713602,0.03,0.0,pr,48.059999999999995,48.059999999999995
74059,2021-06-15 14:27:37,199,pr_1623767257139203199,0.03,0.0,pr,5.97,5.97
86791,2021-06-15 14:49:35,2478,pr_1623768574634467478,0.03,0.0,pr,74.34,74.34
98852,2021-06-15 14:50:36,431,pr_1623768636151908431,0.03,0.0,pr,12.93,12.93
80493,2021-06-15 14:51:06,1190,pr_1623768665776260190,0.03,0.0,pr,35.699999999999996,35.699999999999996
32894,2021-06-15 15:31:21,1292,pp_1623771081112228292,0.025,2.0,pp,32.300000000000004,34.300000000000004
141011,2021-06-15 15:32:01,1024,pr_1623771120827860024,0.03,0.0,pr,30.72,30.72
37832,2021-06-15 15:35:41,6,pr_1623771341429873006,0.03,0.0,pr,0.18,0.18
13609,2021-06-15 16:00:18,1305,pp_1623772818440903305,0.025,2.0,pp,32.625,34.625
107206,2021-06-15 16:06:34,650,pr_1623773194308763650,0.03,0.0,pr,19.5,19.5
73714,2021-06-15 16:07:45,1038,pr_1623773265028983038,0.03,0.0,pr,31.14,31.14
70018,2021-06-15 16:11:09,324,pr_1623773469214605324,0.03,0.0,pr,9.719999999999999,9.719999999999999
123010,2021-06-15 16:18:07,930,pr_1623773886735249930,0.03,0.0,pr,27.9,27.9
63243,2021-06-15 16:21:42,166,pr_1623774101686522166,0.03,0.0,pr,4.9799999999999995,4.9799999999999995
87806,2021-06-15 16:53:44,241,pp_1623776024122904241,0.025,2.0,pp,6.025,8.025
128553,2021-06-15 17:03:57,5,pp_1623776637440710005,0.025,2.0,pp,0.125,2.125
93704,2021-06-15 17:38:02,528,pr_1623778682273102528,0.03,0.0,pr,15.84,15.84
54461,2021-06-15 17:57:30,360,pr_1623779850480143360,0.03,0.0,pr,10.799999999999999,10.799999999999999
120623,2021-06-15 18:15:36,3080,pr_1623780935589050080,0.03,0.0,pr,92.39999999999999,92.39999999999999
86371,2021-06-15 18:35:58,151,pr_1623782157676983151,0.03,0.0,pr,4.53,4.53
101099,2021-06-15 18:36:37,917,pr_1623782197015674917,0.03,0.0,pr,27.509999999999998,27.509999999999998
37899,2021-06-15 18:41:22,1447,pr_1623782481811348447,0.03,0.0,pr,43.41,43.41
71869,2021-06-15 19:05:07,1155,pr_1623783907491477155,0.03,0.0,pr,34.65,34.65
130501,2021-06-15 19:30:15,221,pos_1623785414812226221,0.01,2.0,pos,2.21,4.21
88161,2021-06-15 19:55:22,727,pp_1623786921889002727,0.025,2.0,pp,18.175,20.175
121381,2021-06-15 20:21:35,62,pr_1623788494579767062,0.03,0.0,pr,1.8599999999999999,1.8599999999999999
106872,2021-06-15 20:41:18,5,pos_1623789678141577005,0.01,2.0,pos,0.05,2.05
34219,2021-06-15 21:11:34,50,pos_1623791494215586050,0.01,2.0,pos,0.5,2.5
59270,2021-06-16 00:33:01,1668,pr_1623803580864430668,0.03,0.0,pr,50.04,50.04
53609,2021-06-16 00:50:29,170,pos_1623804629005722170,0.01,2.0,pos,1.7,3.7
46989,2021-06-16 00:59:00,2040,pp_1623805140024548040,0.025,2.0,pp,51.0,53.0
31020,2021-06-16 01:52:37,976,pr_1623808356813362976,0.03,0.0,pr,29.279999999999998,29.279999999999998
88272,2021-06-16 02:33:05,448,pp_1623810785091173448,0.025,2.0,pp,11.200000000000001,13.200000000000001
96381,2021-06-16 05:09:58,975,pr_1623820198387367975,0.03,0.0,pr,29.25,29.25
78046,2021-06-16 05:27:27,42,pos_1623821247382554042,0.01,2.0,pos,0.42,2.42
5439,2021-06-16 05:32:14,561,pp_1623821534479571561,0.025,2.0,pp,14.025,16.025
120729,2021-06-16 05:35:09,848,pp_1623821708834431848,0.025,2.0,pp,21.200000000000003,23.200000000000003
65942,2021-06-16 05:45:24,657,pp_1623822324333705657,0.025,2.0,pp,16.425,18.425
98859,2021-06-16 05:50:51,90,pos_1623822650937880090,0.01,2.0,pos,0.9,2.9
21597,2021-06-16 06:09:45,2504,pp_1623823784782483504,0.025,2.0,pp,62.6,64.6
15303,2021-06-16 06:17:14,1238,pr_1623824234064189238,0.03,0.0,pr,37.14,37.14
58731,2021-06-16 06:24:46,685,pp_1623824685603393685,0.025,2.0,pp,17.125,19.125
106771,2021-06-16 06:37:51,85,pr_1623825470970168085,0.03,0.0,pr,2.55,2.55
50606,2021-06-16 06:59:21,775,pr_1623826760515653775,0.03,0.0,pr,23.25,23.25
30016,2021-06-16 07:10:52,637,pp_1623827451970492637,0.025,2.0,pp,15.925,17.925
119616,2021-06-16 07:35:12,113,pr_1623828911984145113,0.03,0.0,pr,3.3899999999999997,3.3899999999999997
74927,2021-06-16 07:41:34,91,pr_1623829293994253091,0.03,0.0,pr,2.73,2.73
13324,2021-06-16 07:48:39,1566,pr_1623829718559513566,0.03,0.0,pr,46.98,46.98
86047,2021-06-16 08:07:09,18,pos_1623830829037017018,0.01,2.0,pos,0.18,2.18
4902,2021-06-16 08:07:37,2019,pr_1623830856852160019,0.03,0.0,pr,60.57,60.57
139571,2021-06-16 08:21:23,305,pr_1623831682691843305,0.03,0.0,pr,9.15,9.15
101275,2021-06-16 08:49:15,524,pr_1623833354967527524,0.03,0.0,pr,15.719999999999999,15.719999999999999
68073,2021-06-16 08:54:33,2321,pr_1623833673239825321,0.03,0.0,pr,69.63,69.63
36033,2021-06-16 08:58:23,1355,pp_1623833902865035355,0.025,2.0,pp,33.875,35.875
120712,2021-06-16 09:06:11,55,pos_1623834370805976055,0.01,2.0,pos,0.55,2.55
133756,2021-06-16 09:07:17,2063,pp_1623834437061688063,0.025,2.0,pp,51.575,53.575
106821,2021-06-16 09:14:07,1994,pr_1623834847045422994,0.03,0.0,pr,59.82,59.82
96946,2021-06-16 09:15:46,138,pos_1623834946294394138,0.01,2.0,pos,1.3800000000000001,3.38
12435,2021-06-16 09:54:26,161,pr_1623837266282240161,0.03,0.0,pr,4.83,4.83
45736,2021-06-16 10:07:49,459,pr_1623838069086635459,0.03,0.0,pr,13.77,13.77
18952,2021-06-16 10:28:31,169,pos_1623839311177308169,0.01,2.0,pos,1.69,3.69
76358,2021-06-16 10:31:45,78,pos_1623839505276427078,0.01,2.0,pos,0.78,2.7800000000000002
112498,2021-06-16 10:38:48,8,pos_1623839927971949008,0.01,2.0,pos,0.08,2.08
52794,2021-06-16 10:42:48,1933,pr_1623840168319110933,0.03,0.0,pr,57.989999999999995,57.989999999999995
70065,2021-06-16 10:52:54,79,pos_1623840774403084079,0.01,2.0,pos,0.79,2.79
85492,2021-06-16 11:10:34,105,pr_1623841834360976105,0.03,0.0,pr,3.15,3.15
20500,2021-06-16 11:17:30,1105,pr_1623842249833246105,0.03,0.0,pr,33.15,33.15
118712,2021-06-16 11:23:25,1465,pr_1623842605452756465,0.03,0.0,pr,43.949999999999996,43.949999999999996
138990,2021-06-16 11:39:50,186,pr_1623843589918589186,0.03,0.0,pr,5.58,5.58
110372,2021-06-16 11:44:27,104,pos_1623843866939311104,0.01,2.0,pos,1.04,3.04
109933,2021-06-16 11:53:38,537,pr_1623844418117983537,0.03,0.0,pr,16.11,16.11
92889,2021-06-16 12:04:31,7,pos_1623845071157620007,0.01,2.0,pos,0.07,2.07
47181,2021-06-16 12:33:18,214,pos_1623846797656101214,0.01,2.0,pos,2.14,4.140000000000001
128807,2021-06-16 12:47:08,2826,pp_1623847627834069826,0.025,2.0,pp,70.65,72.65
41622,2021-06-16 12:52:36,189,pr_1623847956165358189,0.03,0.0,pr,5.67,5.67
126713,2021-06-16 12:55:26,319,pr_1623848125591291319,0.03,0.0,pr,9.57,9.57
122427,2021-06-16 13:01:07,173,pos_1623848466891194173,0.01,2.0,pos,1.73,3.73
10956,2021-06-16 13:38:07,859,pp_1623850687023032859,0.025,2.0,pp,21.475,23.475
134702,2021-06-16 13:41:21,1212,pr_1623850881199819212,0.03,0.0,pr,36.36,36.36
14704,2021-06-16 13:41:37,810,pr_1623850897350208810,0.03,0.0,pr,24.3,24.3
38565,2021-06-16 14:08:33,1334,pr_1623852513327793334,0.03,0.0,pr,40.019999999999996,40.019999999999996
63853,2021-06-16 14:11:50,1461,pr_1623852710333370461,0.03,0.0,pr,43.83,43.83
17439,2021-06-16 14:16:38,1568,pr_1623852998484673568,0.03,0.0,pr,47.04,47.04
127689,2021-06-16 14:33:58,1376,pr_1623854037544995376,0.03,0.0,pr,41.28,41.28
25057,2021-06-16 14:42:44,89,pos_1623854563508467089,0.01,2.0,pos,0.89,2.89
36028,2021-06-16 15:29:53,225,pos_1623857393158268225,0.01,2.0,pos,2.25,4.25
37717,2021-06-16 15:36:41,1105,pr_1623857800988548105,0.03,0.0,pr,33.15,33.15
19975,2021-06-16 15:42:12,430,pr_1623858132003235430,0.03,0.0,pr,12.9,12.9
18690,2021-06-16 15:42:18,101,pos_1623858137747835101,0.01,2.0,pos,1.01,3.01
52105,2021-06-16 15:47:20,330,pr_1623858440387882330,0.03,0.0,pr,9.9,9.9
120856,2021-06-16 15:53:05,6,pos_1623858784617134006,0.01,2.0,pos,0.06,2.06
110120,2021-06-16 16:01:08,70,pos_1623859267711850070,0.01,2.0,pos,0.7000000000000001,2.7
104891,2021-06-16 16:06:58,1154,pr_1623859618389681154,0.03,0.0,pr,34.62,34.62
2945,2021-06-16 16:34:33,1771,pr_1623861273420434771,0.03,0.0,pr,53.129999999999995,53.129999999999995
62598,2021-06-16 16:43:45,1463,pp_1623861825040114463,0.025,2.0,pp,36.575,38.575
57358,2021-06-16 16:48:16,270,pp_1623862095907432270,0.025,2.0,pp,6.75,8.75
11972,2021-06-16 17:14:26,951,pr_1623863665716438951,0.03,0.0,pr,28.529999999999998,28.529999999999998
136859,2021-06-16 17:24:45,826,pp_1623864284805053826,0.025,2.0,pp,20.650000000000002,22.650000000000002
141424,2021-06-16 17:36:33,1163,pr_1623864993169366163,0.03,0.0,pr,34.89,34.89
96181,2021-06-16 17:44:37,1657,pr_1623865477014745657,0.03,0.0,pr,49.71,49.71
28035,2021-06-16 17:52:26,2110,pr_1623865945754240110,0.03,0.0,pr,63.3,63.3
133516,2021-06-16 17:55:34,263,pos_1623866134068172263,0.01,2.0,pos,2.63,4.63
88463,2021-06-16 18:16:33,962,pr_1623867393467510962,0.03,0.0,pr,28.86,28.86
3656,2021-06-16 18:26:28,138,pos_1623867988231028138,0.01,2.0,pos,1.3800000000000001,3.38
675,2021-06-16 18:26:49,1321,pr_1623868008949132321,0.03,0.0,pr,39.629999999999995,39.629999999999995
129420,2021-06-16 18:34:42,1074,pr_1623868482059595074,0.03,0.0,pr,32.22,32.22
18863,2021-06-17 00:29:12,299,pp_1623889752147412299,0.025,2.0,pp,7.4750000000000005,9.475000000000001
16621,2021-06-17 01:56:30,197,pr_1623894989862636197,0.03,0.0,pr,5.91,5.91
14856,2021-06-17 02:44:00,1300,pr_1623897840282648300,0.03,0.0,pr,39.0,39.0
60691,2021-06-17 03:06:52,169,pos_1623899212083931169,0.01,2.0,pos,1.69,3.69
138565,2021-06-17 04:01:12,1099,pr_1623902472382417099,0.03,0.0,pr,32.97,32.97
128914,2021-06-17 05:06:26,1415,pr_1623906386004021415,0.03,0.0,pr,42.449999999999996,42.449999999999996
108979,2021-06-17 05:09:19,74,pos_1623906559086066074,0.01,2.0,pos,0.74,2.74
74270,2021-06-17 06:41:48,190,pos_1623912107542226190,0.01,2.0,pos,1.9000000000000001,3.9000000000000004
79781,2021-06-17 06:42:10,852,pr_1623912129885258852,0.03,0.0,pr,25.56,25.56
94519,2021-06-17 07:04:43,1650,pr_1623913483363331650,0.03,0.0,pr,49.5,49.5
116966,2021-06-17 07:10:08,319,pos_1623913808014756319,0.01,2.0,pos,3.19,5.1899999999999995
11769,2021-06-17 07:21:06,943,pr_1623914466144841943,0.03,0.0,pr,28.29,28.29
32629,2021-06-17 07:26:19,644,pr_1623914778866480644,0.03,0.0,pr,19.32,19.32
46900,2021-06-17 07:27:08,1017,pr_1623914828158186017,0.03,0.0,pr,30.509999999999998,30.509999999999998
126286,2021-06-17 07:27:52,108,pos_1623914872072989108,0.01,2.0,pos,1.08,3.08
74805,2021-06-17 07:32:13,464,pr_1623915133491734464,0.03,0.0,pr,13.92,13.92
102335,2021-06-17 07:32:33,218,pos_1623915153070099218,0.01,2.0,pos,2.18,4.18
89194,2021-06-17 07:53:56,2133,pp_1623916435556773133,0.025,2.0,pp,53.325,55.325
75092,2021-06-17 08:05:15,2029,pr_1623917115164779029,0.03,0.0,pr,60.87,60.87
47356,2021-06-17 08:10:50,113,pr_1623917450232478113,0.03,0.0,pr,3.3899999999999997,3.3899999999999997
74373,2021-06-17 08:24:13,33,pos_1623918252715913033,0.01,2.0,pos,0.33,2.33
132445,2021-06-17 08:24:15,385,pp_1623918255300370385,0.025,2.0,pp,9.625,11.625
44023,2021-06-17 08:25:17,343,pr_1623918317201668343,0.03,0.0,pr,10.29,10.29
121003,2021-06-17 08:25:59,264,pr_1623918359121923264,0.03,0.0,pr,7.92,7.92
19483,2021-06-17 08:30:56,2238,pr_1623918655519486238,0.03,0.0,pr,67.14,67.14
42251,2021-06-17 08:32:14,701,pr_1623918733658931701,0.03,0.0,pr,21.029999999999998,21.029999999999998
74865,2021-06-17 08:35:29,214,pos_1623918928617531214,0.01,2.0,pos,2.14,4.140000000000001
70839,2021-06-17 08:36:21,294,pr_1623918980828223294,0.03,0.0,pr,8.82,8.82
140601,2021-06-17 09:06:00,202,pr_1623920760293690202,0.03,0.0,pr,6.06,6.06
73546,2021-06-17 09:08:56,50,pr_1623920936495476050,0.03,0.0,pr,1.5,1.5
19762,2021-06-17 09:12:09,931,pp_1623921128870515931,0.025,2.0,pp,23.275000000000002,25.275000000000002
11312,2021-06-17 09:34:52,1742,pr_1623922491568533742,0.03,0.0,pr,52.26,52.26
62437,2021-06-17 09:37:08,1145,pr_1623922627509680145,0.03,0.0,pr,34.35,34.35
109184,2021-06-17 09:41:16,461,pr_1623922876049266461,0.03,0.0,pr,13.83,13.83
74362,2021-06-17 09:41:58,50,pr_1623922917793111050,0.03,0.0,pr,1.5,1.5
86637,2021-06-17 09:43:18,277,pp_1623922997523159277,0.025,2.0,pp,6.925000000000001,8.925
100574,2021-06-17 09:50:54,389,pr_1623923453758257389,0.03,0.0,pr,11.67,11.67
114402,2021-06-17 10:00:14,12,pr_1623924013533915012,0.03,0.0,pr,0.36,0.36
39383,2021-06-17 10:01:06,457,pr_1623924065899243457,0.03,0.0,pr,13.709999999999999,13.709999999999999
117980,2021-06-17 10:19:29,1279,pr_1623925169360253279,0.03,0.0,pr,38.37,38.37
